Scientific_Name,Common_Name,#_of_States_2005,States_2005,#_of_States_2015,States_2015,Taxonomic_Group,matches_biotics
Stygobromus dejectus,Cascade cave amphipod,1,Texas,1,Texas,Other Invertebrates,TRUE
Stygobromus dicksoni,Dickson's cave amphipod,1,Tennessee,1,Tennessee,Other Invertebrates,TRUE
Stygobromus elatus,Elevated spring amphipod,1,Arkansas,1,Arkansas,Other Invertebrates,TRUE
Stygobromus ephemerus,ephemeral cave amphipod,1,Virginia,1,Virginia,Other Invertebrates,TRUE
Stygobromus estesi,Craig County cave amphipod,1,Virginia,1,Virginia,Other Invertebrates,TRUE
Stygobromus exilis,Central Kentucky cave amphipod,0,NA,1,Tennessee,Other Invertebrates,TRUE
Stygobromus fecundus,Cades Cove cave amphipod,1,Tennessee,1,Tennessee,Other Invertebrates,TRUE
Stygobromus fergusoni,Montgomery County cave amphipod,1,Virginia,1,Virginia,Other Invertebrates,TRUE
Stygobromus flagellatus,Ezell's cave amphipod,1,Texas,1,Texas,Other Invertebrates,TRUE
Stygobromus gallawayae,Gallawayâs amphipod,0,NA,1,California,Other Invertebrates,TRUE
Stygobromus gradyi,Grady's cave amphipod,1,California,1,California,Other Invertebrates,TRUE
Stygobromus hadenoecus,Devil's Sinkhole amphipod,1,Texas,1,Texas,Other Invertebrates,TRUE
Stygobromus hayi,Hay's Spring amphipod,1,District of Columbia,1,District of Columbia,Other Invertebrates,TRUE
Stygobromus hoffmani,Alleghany County cave amphipod,1,Virginia,1,Virginia,Other Invertebrates,TRUE
Stygobromus hubbsi,Malheur Cave amphipod,1,Oregon,1,Oregon,Other Invertebrates,TRUE
Stygobromus hyporheicus,Hypoheic amphipod,0,NA,1,California,Other Invertebrates,TRUE
Stygobromus idahoensis,Idaho Amphipod,1,Idaho,1,Idaho,Other Invertebrates,TRUE
Stygobromus imperialis,Empire Cave amphipod,0,NA,1,California,Other Invertebrates,TRUE
Stygobromus interitus,New Castle Murder Hole amphipod,1,Virginia,1,Virginia,Other Invertebrates,TRUE
Stygobromus iowae,Iowa amphipod,1,Illinois,1,Illinois,Other Invertebrates,TRUE
Stygobromus lacicolus,Deep lake amphipod,0,NA,1,California,Other Invertebrates,TRUE
Stygobromus leensis,Lee County cave amphipod,1,Virginia,1,Virginia,Other Invertebrates,TRUE
Stygobromus limbus,Border Cave amphipod,1,Texas,1,Texas,Other Invertebrates,TRUE
Stygobromus longipes,long-legged cave amphipod,1,Texas,1,Texas,Other Invertebrates,TRUE
Stygobromus mackenziei,MacKenzie's cave amphipod,1,California,1,California,Other Invertebrates,TRUE
Stygobromus montanus,Mountain cave amphipod,1,Arkansas,1,Arkansas,Other Invertebrates,TRUE
Stygobromus mundus,Bath County cave amphipod,1,Virginia,1,Virginia,Other Invertebrates,TRUE
Stygobromus mysticus,Northern California groundwater amphipod,0,NA,1,California,Other Invertebrates,TRUE
Stygobromus nanus,Piddling Pit Cave amphipod,1,West Virginia,1,West Virginia,Other Invertebrates,TRUE
Stygobromus nortoni,Norton's cave amphipod,1,Tennessee,1,Tennessee,Other Invertebrates,TRUE
Stygobromus obrutus,Pittsylvania well amphipod,1,Virginia,1,Virginia,Other Invertebrates,TRUE
Stygobromus onondagaensis,Onondaga Cave amphipod,1,Missouri,1,Missouri,Other Invertebrates,TRUE
Stygobromus parvus,minute cave amphipod,1,West Virginia,1,West Virginia,Other Invertebrates,TRUE
Stygobromus pecki,Peck's cave amphipod,1,Texas,1,Texas,Other Invertebrates,TRUE
Stygobromus phreaticus,Northern Virginia well amphipod,1,Virginia,1,Virginia,Other Invertebrates,TRUE
Stygobromus pollostus,least cave amphipod,1,West Virginia,1,West Virginia,Other Invertebrates,TRUE
Stygobromus pseudospinosus,Luray Caverns amphipod,1,Virginia,1,Virginia,Other Invertebrates,TRUE
Stygobromus pusillus,Prettyboy groundwater amphipod,0,NA,1,Maryland,Other Invertebrates,TRUE
Stygobromus redactus,Patton Cave amphipod,1,West Virginia,1,West Virginia,Other Invertebrates,TRUE
Stygobromus reddelli,Reddell's cave amphipod,1,Texas,1,Texas,Other Invertebrates,TRUE
Stygobromus rudolphi,Rudolphâs amphipod,0,NA,1,California,Other Invertebrates,TRUE
Stygobromus russelli,Russell's cave amphipod,0,NA,1,Texas,Other Invertebrates,TRUE
Stygobromus sheldoni,Sheldon's spring amphipod,0,NA,1,California,Other Invertebrates,TRUE
Stygobromus sierrensis,Sierra spring amphipod,0,NA,1,California,Other Invertebrates,TRUE
Stygobromus sparsus,Gregorys Cave amphipod,1,Tennessee,1,Tennessee,Other Invertebrates,TRUE
Stygobromus spinatus,Southern West Virginia cave amphipod,1,West Virginia,1,West Virginia,Other Invertebrates,TRUE
Stygobromus spinosus,Blue Ridge Mountain amphipod,1,Virginia,1,Virginia,Other Invertebrates,TRUE
Stygobromus stegerorum,Madison Cave amphipod,1,Virginia,1,Virginia,Other Invertebrates,TRUE
Stygobromus stellmacki,Stellmack's cave amphipod,1,Pennsylvania,1,Pennsylvania,Other Invertebrates,TRUE
Stygobromus tahoensis,Lake Tahoe amphipod,0,NA,1,California,Other Invertebrates,TRUE
Stygobromus trinus,Trinity County amphipod,0,NA,1,California,Other Invertebrates,TRUE
Stygobromus utahensis,Utah Amphipod,0,NA,1,Utah,Other Invertebrates,TRUE
Stygobromus wengerorum,Wenger's cave amphipod,1,California,1,California,Other Invertebrates,TRUE
Stygoparnus comalensis,Comal Springs dryopid beetle,1,Texas,1,Texas,Other Invertebrates,TRUE
Stygopyrgus bartonensis,Barton cavesnail,0,NA,1,Texas,Mollusks,TRUE
Stylaster filogranus,Frilly Lace Coral,1,Florida,1,Florida,Other Invertebrates,TRUE
Stylasteridae,hydrocorals,0,NA,1,Florida,Other Invertebrates,FALSE
Stylisma humistrata,southern dawnflower,0,NA,1,Tennessee,Plants,TRUE
Stylocline citroleum,oil neststraw,0,NA,1,California,Plants,TRUE
Stylocline masonii,Mason's neststraw,0,NA,1,California,Plants,TRUE
Stylurus potulentus,Yellow-sided Clubtail,1,Florida,1,Florida,Other Invertebrates,TRUE
Stylurus townesi,Townes' Clubtail,1,Florida,1,Florida,Other Invertebrates,TRUE
Styrax platanifolius ssp. platanifolius,sycamoreleaf snowbell,0,NA,1,Texas,Plants,TRUE
Styrax platanifolius ssp. stellatus,sycamoreleaf snowbell,0,NA,1,Texas,Plants,TRUE
Styrax platanifolius ssp. texanus,Texas snowbell,0,NA,1,Texas,Plants,TRUE
Styrax platanifolius ssp. youngiae,Young's snowbell,0,NA,1,Texas,Plants,TRUE
Suaeda calceoliformis,Pursh seepweed,0,NA,1,Massachusetts,Plants,TRUE
Suaeda californica,California seablite,0,NA,1,California,Plants,TRUE
Suaeda maritima,herbaceous seepweed,0,NA,1,Massachusetts,Plants,TRUE
Subterrochus,cave ant beetles,0,NA,1,Tennessee,Other Invertebrates,FALSE
Subterrochus ferus,cave ant beetle,0,NA,1,Tennessee,Other Invertebrates,TRUE
Succinea campestris,crinkled ambersnail,0,NA,1,North Carolina,Mollusks,TRUE
Succinea greerii,dryland ambersnail,1,Tennessee,1,Tennessee,Mollusks,TRUE
Succinea grosvenori,Santa Rita ambersnail,0,NA,1,Arizona,Mollusks,TRUE
Succinea luteola,Mexico ambersnail,0,NA,1,Arizona,Mollusks,TRUE
Succinea rusticana,rustic ambersnail,0,NA,1,Utah,Mollusks,TRUE
Succinea unicolor,squatty ambersnail,0,NA,1,North Carolina,Mollusks,TRUE
Succinea wilsoni,Golden Ambersnail,0,NA,1,Rhode Island,Mollusks,TRUE
Succinea wilsonii,golden ambersnail,0,NA,1,North Carolina,Mollusks,TRUE
Suckleya suckleyana,poison suckleya,1,Nebraska,1,Nebraska,Plants,TRUE
Susperatus tonkawa,A mayfly,0,NA,1,Texas,Other Invertebrates,TRUE
Sutyna privata,Private Sallow Moth,1,Pennsylvania,1,Pennsylvania,Other Invertebrates,TRUE
Swallenia alexandrae,Eureka dunegrass,0,NA,1,California,Plants,TRUE
Sweltsa gaufini,Utah Sallfly,1,Idaho,1,Idaho,Other Invertebrates,TRUE
Sweltsa holstonensis,Holston sallfly,1,Virginia,1,Virginia,Other Invertebrates,TRUE
Sweltsa voshelli,Virginia sallfly,1,Virginia,1,Virginia,Other Invertebrates,TRUE
Sylvilagus bachmani bachmani,riparian brush rabbit,1,California,1,California,Mammals,TRUE
Sylvilagus floridanus,Eastern Cottontail,3,"District of Columbia,Florida,Ohio",1,District of Columbia,Mammals,TRUE
Sylvilagus nuttallii grangeri,North Kaibab Mountain Cottontail,1,Arizona,1,Arizona,Mammals,TRUE
Sylvilagus nuttallii pinetis,Southwestern Cottontail,1,Arizona,1,Arizona,Mammals,TRUE
Sylvilagus palustris,Marsh Rabbit,3,"Alabama,North Carolina,Virginia",1,Alabama,Mammals,TRUE
Sylvilagus palustris hefneri,Lower Keys marsh rabbit,1,Florida,1,Florida,Mammals,TRUE
Sylvilagus palustris palustris,Marsh rabbit,0,NA,1,Virginia,Mammals,TRUE
Sylvilagus robustus,Robust Cottontail,1,Texas,1,Texas,Mammals,TRUE
Sympetrum corruptum,Variegated Meadowhawk,3,"Pennsylvania,Virginia,West Virginia",1,Virginia,Other Invertebrates,TRUE
Sympetrum danae,Black Meadowhawk,2,"New York,Vermont",1,Vermont,Other Invertebrates,TRUE
Sympetrum janeae,Jane's Meadowhawk,2,"Virginia,West Virginia",1,Virginia,Other Invertebrates,TRUE
Sympetrum rubicundulum,Ruby Meadowhawk,0,NA,1,Delaware,Other Invertebrates,TRUE
Symphoricarpos occidentalis,wolfberry,1,Missouri,1,Missouri,Plants,TRUE
Symphurus plagiusa,blackcheek tonguefish,1,South Carolina,1,South Carolina,Fish,TRUE
Symphyotrichum ascendens,western aster,1,Nebraska,1,Nebraska,Plants,TRUE
Symphyotrichum concolor,eastern silver aster,0,NA,1,Massachusetts,Plants,TRUE
Symphyotrichum ericoides var. ericoides,white heath aster,0,NA,1,Tennessee,Plants,TRUE
Symphyotrichum falcatum var. falcatum,white prairie aster,0,NA,1,Nebraska,Plants,TRUE
Symphyotrichum fendleri,Fendler's aster,1,Nebraska,1,Nebraska,Plants,TRUE
Symphyotrichum laeve var. concinnum,smooth blue aster,0,NA,1,West Virginia,Plants,TRUE
Symphyotrichum lanceolatum var. interior,white panicle aster,0,NA,1,Vermont,Plants,TRUE
Symphyotrichum lateriflorum,calico aster,1,Nebraska,1,Nebraska,Plants,TRUE
Symphyotrichum novi-belgii,New York aster,0,NA,1,West Virginia,Plants,TRUE
Symphyotrichum ontarionis,bottomland aster,0,NA,1,Vermont,Plants,TRUE
Symphyotrichum oolentangiense,skyblue aster,0,NA,1,Tennessee,Plants,TRUE
Symphyotrichum pratense,barrens silky aster,0,NA,1,Tennessee,Plants,TRUE
Symphyotrichum prenanthoides,crookedstem aster,0,NA,1,Massachusetts,Plants,TRUE
Symphyotrichum puniceum var. scabricaule,purplestem aster,0,NA,1,Texas,Plants,TRUE
Symphyotrichum racemosum,smooth white oldfield aster,2,"Missouri,Vermont",1,Vermont,Plants,TRUE
Symphyotrichum subulatum,eastern annual saltmarsh aster,1,Nebraska,1,Nebraska,Plants,TRUE
Symplocarpus foetidus,skunk cabbage,0,NA,1,Tennessee,Plants,TRUE
Symplocos tinctoria,sweetleaf,0,NA,1,Tennessee,Plants,TRUE
Synandra hispidula,Guyandotte Beauty,0,NA,1,West Virginia,Plants,TRUE
Syncaris pacifica,California freshwater shrimp,1,California,1,California,Other Invertebrates,TRUE
Syngnathus louisianae,chain pipefish,3,"Florida,Louisiana,South Carolina",1,Louisiana,Fish,TRUE
Syngnathus pelagicus,sargassum pipefish,1,Florida,1,Florida,Fish,TRUE
Syngnathus scovelli,Gulf pipefish,3,"Florida,Louisiana,South Carolina",1,Louisiana,Fish,TRUE
Syngrapha epigaea,Pirate Looper Moth,1,Pennsylvania,1,Pennsylvania,Other Invertebrates,TRUE
Syngrapha rectangula,angulated cutworm,1,West Virginia,1,West Virginia,Other Invertebrates,TRUE
Synthliboramphus craveri,Craveri's Murrelet,0,NA,1,California,Birds,TRUE
Synthliboramphus hypoleucus,Xantus' Murrelet,1,California,1,California,Birds,FALSE
Syrbula admirabilis,Handsome Grasshopper,1,Wisconsin,1,Wisconsin,Other Invertebrates,TRUE
Syringodium filiforme,manatee-grass,1,Texas,1,Louisiana,Plants,TRUE
Syrphidae,NA,0,NA,1,Florida,Other Invertebrates,FALSE
Tabanidae,NA,0,NA,1,Florida,Other Invertebrates,FALSE
Tabanus fulvicallus,Horse Fly,1,Connecticut,1,Connecticut,Other Invertebrates,TRUE
Tachycineta thalassina,Violet-green Swallow,2,"Alaska,Nebraska",1,Nebraska,Birds,TRUE
Tachys oblitus,no common name,1,Vermont,1,Vermont,Other Invertebrates,TRUE
Tachys rhodeanus,no common name,1,Vermont,1,Vermont,Other Invertebrates,TRUE
Tadarida brasiliensis cynocephala,Brazilian Free-tailed Bat,0,NA,1,Florida,Mammals,TRUE
Taenidia montana,mountain pimpernel,0,NA,1,West Virginia,Plants,TRUE
Taenionema umatilla,Umatilla Willowfly,1,Idaho,1,Idaho,Other Invertebrates,TRUE
Taeniopterygidae,winter stoneflies,0,NA,1,Florida,Other Invertebrates,FALSE
Taeniopteryx burksi,Eastern Willowfly,1,Michigan,1,Florida,Other Invertebrates,TRUE
Taeniopteryx lita,Small Willowfly,0,NA,1,Illinois,Other Invertebrates,TRUE
Taeniopteryx lonicera,A Stonefly,0,NA,1,Florida,Other Invertebrates,TRUE
Taeniopteryx nelsoni,Cryptic willowfly,1,Virginia,1,Virginia,Other Invertebrates,TRUE
Taeniopteryx robinae,Savannah Willowfly,0,NA,1,South Carolina,Other Invertebrates,TRUE
Taeniopteryx starki,Texas willowfly,0,NA,1,Texas,Other Invertebrates,TRUE
Talanites ubicki,Ubickâs gnaphosid spider,1,California,1,California,Other Invertebrates,TRUE
Tallaperla lobata,Lobed roachfly,1,Virginia,1,Virginia,Other Invertebrates,TRUE
Tamias canipes,Gray-footed Chipmunk,1,Texas,1,Texas,Mammals,TRUE
Tamias cinereicollis,Gray-collared Chipmunk,0,NA,1,Arizona,Mammals,TRUE
Tamias minimus atristriatus,Penñasco least chipmunk,0,NA,1,New Mexico,Mammals,TRUE
Tamias quadrivittatus australis,Organ Mountains Colorado chipmunk,0,NA,1,New Mexico,Mammals,TRUE
Tamias quadrivittatus oscuraensis,Oscura Mountain Colorado Chipmunk,0,NA,1,New Mexico,Mammals,TRUE
Tamias speciosus callipeplus,Mount Pinos lodgepole chipmunk,1,California,1,California,Mammals,TRUE
Tamias speciosus speciosus,lodgepole chipmunk,1,California,1,California,Mammals,TRUE
Tamias umbrinus,Uinta Chipmunk,1,Montana,1,Arizona,Mammals,TRUE
Tamiasciurus hudsonicus dakotensis,Black Hills red squirrel,0,NA,1,South Dakota,Mammals,TRUE
Tamiasciurus hudsonicus grahamensis,Mount Graham red squirrel,1,Arizona,1,Arizona,Mammals,TRUE
Tantilla atriceps,Mexican Black-headed Snake,0,NA,1,Texas,Reptiles,TRUE
Tantilla cucullata,Trans-Pecos Black-headed Snake,0,NA,1,Texas,Reptiles,TRUE
Tantilla oolitica,Rim Rock Crowned Snake,1,Florida,1,Florida,Reptiles,TRUE
Tantilla relicta,Florida Crowned Snake,1,Georgia,1,Florida,Reptiles,TRUE
Tantilla wilcoxi,Chihuahuan Black-headed Snake,1,Arizona,1,Arizona,Reptiles,TRUE
Tantilla yaquia,Yaqui Black-headed Snake,2,"Arizona,New Mexico",1,Arizona,Reptiles,TRUE
Tanypteryx hageni,Black Petaltail,0,NA,1,Oregon,Other Invertebrates,TRUE
Tarache delecta,A Noctuid Moth,0,NA,1,Delaware,Other Invertebrates,TRUE
Taraxacum californicum,California dandelion,0,NA,1,California,Plants,TRUE
Taricha rivularis,Red-bellied Newt,0,NA,1,California,Amphibians,TRUE
Taricha torosa,California Newt,1,California,1,California,Amphibians,TRUE
Tartarocreagris altimana,A cave obligate pseudoscorpion,1,Texas,1,Texas,Other Invertebrates,TRUE
Tartarocreagris amblyopa,A cave obligate pseudoscorpion,1,Texas,1,Texas,Other Invertebrates,TRUE
Tartarocreagris attenuata,A cave obligate pseudoscorpion,1,Texas,1,Texas,Other Invertebrates,TRUE
Tartarocreagris domina,A cave obligate pseudoscorpion,1,Texas,1,Texas,Other Invertebrates,TRUE
Tartarocreagris grubbsi,A cave obligate pseudoscorpion,1,Texas,1,Texas,Other Invertebrates,TRUE
Tartarocreagris hoodensis,A cave obligate pseudoscorpion,1,Texas,1,Texas,Other Invertebrates,TRUE
Tartarocreagris infernalis,no common name,1,Texas,1,Texas,Other Invertebrates,TRUE
Tartarocreagris intermedia,no common name,1,Texas,1,Texas,Other Invertebrates,TRUE
Tartarocreagris ozarkensis,Pseudoscorpion,0,NA,1,Arkansas,Other Invertebrates,TRUE
Tartarocreagris proserpina,A cave obligate pseudoscorpion,1,Texas,1,Texas,Other Invertebrates,TRUE
Tartarocreagris reyesi,A cave obligate pseudoscorpion,1,Texas,1,Texas,Other Invertebrates,TRUE
Tartarocreagris texana,Tooth Cave pseudoscorpion,1,Texas,1,Texas,Other Invertebrates,TRUE
Tauschia texana,Texas umbrellawort,0,NA,1,Texas,Plants,TRUE
Taylorconcha serpenticola,Bliss Rapids snail,1,Idaho,1,Idaho,Mollusks,TRUE
Telesonix jamesii,James' saxifrage,0,NA,1,Colorado,Plants,TRUE
Tellina,Tellin Clam species,0,NA,1,South Carolina,Mollusks,FALSE
Tellina agilis,northern dwarf-tellin,1,South Carolina,1,South Carolina,Mollusks,FALSE
Teloganopsis deficiens,A Mayfly,0,NA,1,Florida,Other Invertebrates,TRUE
Tenebrionidae,darkling beetles,0,NA,1,Florida,Other Invertebrates,FALSE
Tephritidae,fruit flies,0,NA,1,Florida,Other Invertebrates,FALSE
Tephrosia hispidula,sprawling hoarypea,0,NA,1,Louisiana,Plants,TRUE
Tephrosia mohrii,pineland hoary-pea,1,Georgia,1,Georgia,Plants,TRUE
Tephrosia virginiana,Virginia tephrosia,1,Nebraska,1,Nebraska,Plants,TRUE
Terebratulina septentrionalis,Lamp Shell,0,NA,1,Maine,Other Invertebrates,TRUE
Tergipes tergipes,Nudibranch,0,NA,1,Rhode Island,Mollusks,FALSE
Terrapene carolina triunguis,Three-toed Box Turtle,0,NA,1,Missouri,Reptiles,TRUE
Tethysbaena texana,A cave obligate crustacean,0,NA,1,Texas,Other Invertebrates,TRUE
Tetracha floridana,Florida Metallic Tiger Beetle,0,NA,1,Florida,Other Invertebrates,TRUE
Tetracion jonesi,(a cave obligate millipede),1,Tennessee,1,Tennessee,Other Invertebrates,TRUE
Tetracion tennesseensis,(a cave obligate millipede),1,Tennessee,1,Tennessee,Other Invertebrates,TRUE
Tetragonoderus fasciatus,A Ground Beetle,2,"Connecticut,Vermont",1,Vermont,Other Invertebrates,TRUE
Tetragonotheca helianthoides,pineland nerveray,0,NA,1,Tennessee,Plants,TRUE
Tetragonotheca ludoviciana,Louisiana nerveray,0,NA,1,Louisiana,Plants,TRUE
Tetraleucus picticornis,A Ground Beetle,0,NA,1,Vermont,Other Invertebrates,TRUE
Tetraloniella albata,Anthophorid Bee,1,Arkansas,1,Arkansas,Other Invertebrates,TRUE
Tetraneuris turneri,Turner's four-nerve daisy,0,NA,1,Texas,Plants,TRUE
Tetraopes quinquemaculatus,Red Milkweed Beetle,1,Arkansas,1,Arkansas,Other Invertebrates,TRUE
Tetraopes texanus,Texas Milkweed Beetle,1,Arkansas,1,Arkansas,Other Invertebrates,TRUE
Tetrapturus pfluegeri,longbill spearfish,1,Texas,1,Texas,Fish,FALSE
Tetrigidae,grouse locusts,0,NA,1,Florida,Other Invertebrates,FALSE
Tetrodontium brownianum,Little Georgia,0,NA,1,Tennessee,Plants,TRUE
Tettigidea armata,armoured grouse locust,1,Missouri,1,Missouri,Other Invertebrates,TRUE
Tettigidea empedonepia,Torreya Pygmy Grasshopper,1,Florida,1,Florida,Other Invertebrates,TRUE
Tettigoniidae,katydids,0,NA,1,Florida,Other Invertebrates,FALSE
Texamaurops reddelli,Kretschmarr Cave Mold Beetle,1,Texas,1,Texas,Other Invertebrates,TRUE
Texanobathynella bowmani,A bathynellid,0,NA,1,Texas,Other Invertebrates,TRUE
Texapyrgus longleyi,striated hydrobe,0,NA,1,Texas,Mollusks,TRUE
Texella brevidenta,A cave obligate harvestman,1,Texas,1,Texas,Other Invertebrates,TRUE
Texella brevistyla,A cave obligate harvestman,1,Texas,1,Texas,Other Invertebrates,TRUE
Texella cokendolpheri,Cokendolpher Cave Harvestman,1,Texas,1,Texas,Other Invertebrates,TRUE
Texella deserticola,Whitewater Canyon harvestman,1,California,1,California,Other Invertebrates,TRUE
Texella diplospina,A cave obligate harvestman,1,Texas,1,Texas,Other Invertebrates,TRUE
Texella grubbsi,A cave obligate harvestman,1,Texas,1,Texas,Other Invertebrates,TRUE
Texella hardeni,A cave obligate harvestman,1,Texas,1,Texas,Other Invertebrates,TRUE
Texella kokoweef,Kokoweef Crystal Cave harvestman,1,California,1,California,Other Invertebrates,TRUE
Texella mulaiki,no common name,1,Texas,1,Texas,Other Invertebrates,TRUE
Texella reddelli,Bee Creek Cave Harvestman,1,Texas,1,Texas,Other Invertebrates,TRUE
Texella renkesae,A cave obligate harvestman,1,Texas,1,Texas,Other Invertebrates,TRUE
Texella reyesi,Bone Cave harvestman,1,Texas,1,Texas,Other Invertebrates,TRUE
Texella shoshone,Shoshone Cave harvestman,1,California,1,California,Other Invertebrates,TRUE
Texella spinoperca,A cave obligate harvestman,1,Texas,1,Texas,Other Invertebrates,TRUE
Texiweckelia texensis,A cave obligate amphipod,1,Texas,1,Texas,Other Invertebrates,TRUE
Thalasseus elegans,Elegant Tern,1,California,1,California,Birds,TRUE
Thalassia testudinum,turtlegrass,1,Texas,1,Louisiana,Plants,TRUE
Thalassisobates littoralis,A millipede,1,Virginia,1,Virginia,Other Invertebrates,TRUE
Thalia dealbata,powdered thalia,1,Missouri,1,Missouri,Plants,TRUE
Thalictrum arkansanum,Arkansas meadow-rue,0,NA,1,Texas,Plants,TRUE
Thalictrum clavatum,mountain meadow-rue,0,NA,1,West Virginia,Plants,TRUE
Thalictrum cooleyi,Cooley's meadowrue,1,Georgia,1,Georgia,Plants,TRUE
Thalictrum debile,southern meadow-rue,1,Georgia,1,Georgia,Plants,TRUE
Thalictrum heliophilum,Cathedral Bluff meadow-rue,0,NA,1,Colorado,Plants,TRUE
Thalictrum macrostylum,piedmont meadow-rue,0,NA,1,South Carolina,Plants,TRUE
Thalictrum revolutum,waxyleaf meadow-rue,0,NA,1,Louisiana,Plants,TRUE
Thalictrum texanum,Houston meadowrue,0,NA,1,Texas,Plants,TRUE
Thalictrum thalictroides,rue anemone,1,Vermont,1,Vermont,Plants,TRUE
Thalictrum venulosum,veiny meadow-rue,1,Nebraska,1,Vermont,Plants,TRUE
Thambopasta howdeni,An antlike flower beetle,0,NA,1,Texas,Other Invertebrates,TRUE
Thamnophis elegans,Western Terrestrial Garter Snake,0,NA,1,Nebraska,Reptiles,TRUE
Thamnophis eques,Mexican Garter Snake,0,NA,1,New Mexico,Reptiles,TRUE
Thamnophis eques megalops,Northern Mexican Garter Snake,2,"Arizona,New Mexico",1,Arizona,Reptiles,TRUE
Thamnophis gigas,Giant Garter Snake,1,California,1,California,Reptiles,TRUE
Thamnophis hammondii,Two-striped Garter Snake,1,California,1,California,Reptiles,TRUE
Thamnophis marcianus,Checkered Garter Snake,1,Kansas,1,Kansas,Reptiles,TRUE
Thamnophis proximus proximus,Western Ribbon Snake,1,Kentucky,1,Kentucky,Reptiles,TRUE
Thamnophis saurita sackenii,Peninsula Ribbon Snake,0,NA,1,Florida,Reptiles,FALSE
Thamnophis sirtalis fitchi,Valley Garter Snake,0,NA,1,Wyoming,Reptiles,TRUE
Thamnophis sirtalis infernalis,California Red-sided Garter Snake,0,NA,1,California,Reptiles,FALSE
Thamnophis sirtalis parietalis,Red-sided Garter Snake,0,NA,1,Wyoming,Reptiles,TRUE
Thamnophis sirtalis tetrataenia,San Francisco Garter Snake,1,California,1,California,Reptiles,TRUE
